Generated data
------------------------
Period	Type	Category	Account	Cost Centre	Description	Amount
3/1/1993	Actual	Income	Rendering of services	Sales	Rendering of services monthly transactions	-49593.98
3/2/1993	Actual	Income	Sale of products	Sales	Sale of products monthly transactions	-7934.41
3/3/1993	Actual	Income	Sale of products	Sales	Sale of products monthly transactions	-34909.12
3/4/1993	Actual	Income	Sale of products	Sales	Sale of products monthly transactions	-93361.67
3/5/1993	Actual	Income	Sale of products	Sales	Sale of products monthly transactions	-42624.48
3/6/1993	Actual	Income	Sale of products	Sales	Sale of products monthly transactions	-81823.63
3/7/1993	Actual	Income	Rendering of services	Sales	Rendering of services monthly transactions	-68957.52
3/8/1993	Actual	Income	Rendering of services	Sales	Rendering of services monthly transactions	-85695.44
3/9/1993	Actual	Income	Rendering of services	Sales	Rendering of services monthly transactions	-84752.29
3/10/1993	Actual	Income	Sale of products	Sales	Sale of products monthly transactions	-32052.77
3/11/1993	Actual	Income	Rendering of services	Sales	Rendering of services monthly transactions	-11527.5
3/12/1993	Actual	Income	Rendering of services	Sales	Rendering of services monthly transactions	-8292.07
3/1/1992	Actual	Income	Sale of products	Sales	Sale of products monthly transactions	-21139.94
3/2/1992	Actual	Income	Rendering of services	Sales	Rendering of services monthly transactions	-10127.22
3/3/1992	Actual	Income	Rendering of services	Sales	Rendering of services monthly transactions	-81852.67
3/4/1992	Actual	Income	Rendering of services	Sales	Rendering of services monthly transactions	-54777.75
3/5/1992	Actual	Income	Sale of products	Sales	Sale of products monthly transactions	-92125.95
3/6/1992	Actual	Income	Rendering of services	Sales	Rendering of services monthly transactions	-42229.71
3/7/1992	Actual	Income	Rendering of services	Sales	Rendering of services monthly transactions	-65251.98
3/8/1992	Actual	Income	Sale of products	Sales	Sale of products monthly transactions	-98057.29
3/9/1992	Actual	Income	Sale of products	Sales	Sale of products monthly transactions	-17834.61
3/10/1992	Actual	Income	Rendering of services	Sales	Rendering of services monthly transactions	-25467.16
3/11/1992	Actual	Income	Sale of products	Sales	Sale of products monthly transactions	-35345.54
3/12/1992	Actual	Income	Rendering of services	Sales	Rendering of services monthly transactions	-40341.07
3/1/1991	Actual	Income	Sale of products	Sales	Sale of products monthly transactions	-97624.76
3/2/1991	Actual	Income	Rendering of services	Sales	Rendering of services monthly transactions	-69290.15
3/3/1991	Actual	Income	Rendering of services	Sales	Rendering of services monthly transactions	-4015.97
3/4/1991	Actual	Income	Rendering of services	Sales	Rendering of services monthly transactions	-27429.95
3/5/1991	Actual	Income	Sale of products	Sales	Sale of products monthly transactions	-84.36
3/6/1991	Actual	Income	Sale of products	Sales	Sale of products monthly transactions	-47136.15
3/7/1991	Actual	Income	Rendering of services	Sales	Rendering of services monthly transactions	-94267.19
3/8/1991	Actual	Income	Rendering of services	Sales	Rendering of services monthly transactions	-78455.81
3/9/1991	Actual	Income	Sale of products	Sales	Sale of products monthly transactions	-8722.7
3/10/1991	Actual	Income	Rendering of services	Sales	Rendering of services monthly transactions	-91718.12
3/11/1991	Actual	Income	Sale of products	Sales	Sale of products monthly transactions	-3039.37
3/12/1991	Actual	Income	Sale of products	Sales	Sale of products monthly transactions	-21931.63
3/1/1990	Actual	Income	Rendering of services	Sales	Rendering of services monthly transactions	-36339.03
3/2/1990	Actual	Income	Rendering of services	Sales	Rendering of services monthly transactions	-46899.48
3/3/1990	Actual	Income	Rendering of services	Sales	Rendering of services monthly transactions	-7169.62
3/4/1990	Actual	Income	Sale of products	Sales	Sale of products monthly transactions	-31876.71
3/5/1990	Actual	Income	Sale of products	Sales	Sale of products monthly transactions	-83981.95
3/6/1990	Actual	Income	Rendering of services	Sales	Rendering of services monthly transactions	-71382.23
3/7/1990	Actual	Income	Rendering of services	Sales	Rendering of services monthly transactions	-50895.93
3/8/1990	Actual	Income	Rendering of services	Sales	Rendering of services monthly transactions	-93190.1
3/9/1990	Actual	Income	Rendering of services	Sales	Rendering of services monthly transactions	-47881.93
3/10/1990	Actual	Income	Sale of products	Sales	Sale of products monthly transactions	-6471.0
3/11/1990	Actual	Income	Sale of products	Sales	Sale of products monthly transactions	-53806.17
3/12/1990	Actual	Income	Sale of products	Sales	Sale of products monthly transactions	-14725.25
3/1/1989	Actual	Income	Rendering of services	Sales	Rendering of services monthly transactions	-89839.06
3/2/1989	Actual	Income	Rendering of services	Sales	Rendering of services monthly transactions	-45176.12
3/3/1989	Actual	Income	Rendering of services	Sales	Rendering of services monthly transactions	-65294.57
3/4/1989	Actual	Income	Sale of products	Sales	Sale of products monthly transactions	-94001.88
3/5/1989	Actual	Income	Rendering of services	Sales	Rendering of services monthly transactions	-58926.8
3/6/1989	Actual	Income	Rendering of services	Sales	Rendering of services monthly transactions	-49837.44
3/7/1989	Actual	Income	Sale of products	Sales	Sale of products monthly transactions	-54741.5
3/8/1989	Actual	Income	Sale of products	Sales	Sale of products monthly transactions	-6289.02
3/9/1989	Actual	Income	Sale of products	Sales	Sale of products monthly transactions	-25097.76
3/10/1989	Actual	Income	Sale of products	Sales	Sale of products monthly transactions	-51157.59
3/11/1989	Actual	Income	Sale of products	Sales	Sale of products monthly transactions	-33246.75
3/12/1989	Actual	Income	Sale of products	Sales	Sale of products monthly transactions	-42998.7
3/1/1988	Actual	Income	Sale of products	Sales	Sale of products monthly transactions	-21747.96
3/2/1988	Actual	Income	Sale of products	Sales	Sale of products monthly transactions	-31628.82
3/3/1988	Actual	Income	Sale of products	Sales	Sale of products monthly transactions	-91749.1
3/4/1988	Actual	Income	Sale of products	Sales	Sale of products monthly transactions	-11073.39
3/5/1988	Actual	Income	Sale of products	Sales	Sale of products monthly transactions	-38101.09
3/6/1988	Actual	Income	Sale of products	Sales	Sale of products monthly transactions	-45078.38
3/7/1988	Actual	Income	Rendering of services	Sales	Rendering of services monthly transactions	-82287.1
3/8/1988	Actual	Income	Rendering of services	Sales	Rendering of services monthly transactions	-32685.42
3/9/1988	Actual	Income	Sale of products	Sales	Sale of products monthly transactions	-64024.79
3/10/1988	Actual	Income	Sale of products	Sales	Sale of products monthly transactions	-57234.69
3/11/1988	Actual	Income	Rendering of services	Sales	Rendering of services monthly transactions	-58947.9
3/12/1988	Actual	Income	Rendering of services	Sales	Rendering of services monthly transactions	-86158.97
3/1/1987	Actual	Income	Rendering of services	Sales	Rendering of services monthly transactions	-60180.25
3/2/1987	Actual	Income	Sale of products	Sales	Sale of products monthly transactions	-42818.61
3/3/1987	Actual	Income	Rendering of services	Sales	Rendering of services monthly transactions	-90816.88
3/4/1987	Actual	Income	Rendering of services	Sales	Rendering of services monthly transactions	-61013.46
3/5/1987	Actual	Income	Rendering of services	Sales	Rendering of services monthly transactions	-5193.23
3/6/1987	Actual	Income	Rendering of services	Sales	Rendering of services monthly transactions	-37527.08
3/7/1987	Actual	Income	Rendering of services	Sales	Rendering of services monthly transactions	-19304.05
3/8/1987	Actual	Income	Rendering of services	Sales	Rendering of services monthly transactions	-94756.23
3/9/1987	Actual	Income	Rendering of services	Sales	Rendering of services monthly transactions	-9446.52
3/10/1987	Actual	Income	Sale of products	Sales	Sale of products monthly transactions	-59797.7
3/11/1987	Actual	Income	Rendering of services	Sales	Rendering of services monthly transactions	-92231.24
3/12/1987	Actual	Income	Rendering of services	Sales	Rendering of services monthly transactions	-24251.71
3/1/1986	Actual	Income	Sale of products	Sales	Sale of products monthly transactions	-2302.11
3/2/1986	Actual	Income	Sale of products	Sales	Sale of products monthly transactions	-38524.28
3/3/1986	Actual	Income	Rendering of services	Sales	Rendering of services monthly transactions	-46435.86
3/4/1986	Actual	Income	Sale of products	Sales	Sale of products monthly transactions	-45820.91
3/5/1986	Actual	Income	Sale of products	Sales	Sale of products monthly transactions	-12950.1
3/6/1986	Actual	Income	Sale of products	Sales	Sale of products monthly transactions	-17930.82
3/7/1986	Actual	Income	Sale of products	Sales	Sale of products monthly transactions	-824.18
3/8/1986	Actual	Income	Rendering of services	Sales	Rendering of services monthly transactions	-6605.52
3/9/1986	Actual	Income	Rendering of services	Sales	Rendering of services monthly transactions	-76461.36
3/10/1986	Actual	Income	Rendering of services	Sales	Rendering of services monthly transactions	-73045.66
3/11/1986	Actual	Income	Rendering of services	Sales	Rendering of services monthly transactions	-59440.38
3/12/1986	Actual	Income	Rendering of services	Sales	Rendering of services monthly transactions	-74151.4
3/1/1985	Actual	Income	Rendering of services	Sales	Rendering of services monthly transactions	-53718.9
3/2/1985	Actual	Income	Sale of products	Sales	Sale of products monthly transactions	-28308.0
3/3/1985	Actual	Income	Rendering of services	Sales	Rendering of services monthly transactions	-43387.04
3/4/1985	Actual	Income	Rendering of services	Sales	Rendering of services monthly transactions	-36812.56
3/5/1985	Actual	Income	Rendering of services	Sales	Rendering of services monthly transactions	-28166.03
3/6/1985	Actual	Income	Rendering of services	Sales	Rendering of services monthly transactions	-98912.84
3/7/1985	Actual	Income	Rendering of services	Sales	Rendering of services monthly transactions	-84331.07
3/8/1985	Actual	Income	Sale of products	Sales	Sale of products monthly transactions	-89430.13
3/9/1985	Actual	Income	Rendering of services	Sales	Rendering of services monthly transactions	-44163.6
3/10/1985	Actual	Income	Sale of products	Sales	Sale of products monthly transactions	-32882.34
3/11/1985	Actual	Income	Sale of products	Sales	Sale of products monthly transactions	-69502.52
3/12/1985	Actual	Income	Rendering of services	Sales	Rendering of services monthly transactions	-33589.91
3/1/1984	Actual	Income	Rendering of services	Sales	Rendering of services monthly transactions	-61117.98
3/2/1984	Actual	Income	Rendering of services	Sales	Rendering of services monthly transactions	-36407.65
3/3/1984	Actual	Income	Sale of products	Sales	Sale of products monthly transactions	-2319.62
3/4/1984	Actual	Income	Rendering of services	Sales	Rendering of services monthly transactions	-62875.28
3/5/1984	Actual	Income	Sale of products	Sales	Sale of products monthly transactions	-35955.52
3/6/1984	Actual	Income	Rendering of services	Sales	Rendering of services monthly transactions	-89899.98
3/7/1984	Actual	Income	Sale of products	Sales	Sale of products monthly transactions	-66438.08
3/8/1984	Actual	Income	Sale of products	Sales	Sale of products monthly transactions	-47070.48
3/9/1984	Actual	Income	Sale of products	Sales	Sale of products monthly transactions	-38195.97
3/10/1984	Actual	Income	Rendering of services	Sales	Rendering of services monthly transactions	-41206.71
3/11/1984	Actual	Income	Sale of products	Sales	Sale of products monthly transactions	-58853.05
3/12/1984	Actual	Income	Rendering of services	Sales	Rendering of services monthly transactions	-92601.24
3/1/1983	Actual	Income	Rendering of services	Sales	Rendering of services monthly transactions	-24758.03
3/2/1983	Actual	Income	Rendering of services	Sales	Rendering of services monthly transactions	-2450.64
3/3/1983	Actual	Income	Rendering of services	Sales	Rendering of services monthly transactions	-43689.31
3/4/1983	Actual	Income	Rendering of services	Sales	Rendering of services monthly transactions	-95758.44
3/5/1983	Actual	Income	Rendering of services	Sales	Rendering of services monthly transactions	-11889.01
3/6/1983	Actual	Income	Rendering of services	Sales	Rendering of services monthly transactions	-84992.82
3/7/1983	Actual	Income	Sale of products	Sales	Sale of products monthly transactions	-81252.17
3/8/1983	Actual	Income	Rendering of services	Sales	Rendering of services monthly transactions	-53703.12
3/9/1983	Actual	Income	Sale of products	Sales	Sale of products monthly transactions	-97975.33
3/10/1983	Actual	Income	Sale of products	Sales	Sale of products monthly transactions	-42747.75
